gene_id E15_cpn E15_corticothal E15_subcereb E16_cpn E16_corticothal E16_subcereb E18_cpn E18_corticothal E18_subcereb P1_cpn P1_corticothal P1_subcereb
Maob 0.0149485 0.338972 0.115119 0.0355679 0.469773 0.0574848 0.200129 0.435019 0.473087 0.650088 0.661678 1.07502
Map1lc3a 45.4219 49.1661 43.5031 44.9334 46.392 56.8493 57.3773 60.1137 82.524 117.662 143.318 170.513
Map1lc3b 121.32 139.292 136.019 111.05 121.851 126.889 111.677 120.86 128.782 120.795 121.539 139.227
Map1s 3.01433 1.96599 2.38837 3.71974 3.35928 3.71751 3.46035 3.15895 3.08218 2.47157 2.71169 2.60529
Map2k1 6.04955 8.46636 6.9768 7.49382 10.1124 10.2089 8.98979 12.1112 15.1826 8.03771 13.5956 15.3119
Map2k2 38.9174 28.3848 34.6887 33.6679 26.8517 36.9482 32.8565 27.23 39.6257 33.5068 31.9838 48.6446
Map2k3 8.16304 6.67051 6.83286 7.15979 6.45822 5.88157 7.00578 7.78157 6.10688 5.23167 5.68775 4.31176
Map2k4 28.807 39.4362 33.1427 25.5884 41.0721 33.3731 26.9348 42.4253 39.9647 22.9457 36.7233 40.0402
Map2k5 23.629 19.4962 19.9157 19.3418 17.0507 16.3128 18.2451 16.5171 14.1318 17.9064 15.0086 14.7896
Map2k6 30.0774 19.5482 23.3255 32.6723 14.7922 11.2571 26.6253 10.2599 12.0994 20.3467 6.22421 8.57871
Map2k7 30.0073 30.5268 32.5543 30.2739 30.3891 31.9407 28.8927 28.858 26.2298 30.9041 27.4407 24.7791
Map3k1 0.363008 0.188978 0.0490292 0.211057 0.191733 0.109998 0.151264 0.275427 0.207518 0.129157 0.348668 0.0931572
Map3k10 37.2765 38.617 36.277 35.6701 35.0102 41.0426 39.655 35.8257 45.5629 51.8105 43.4137 57.2262
Map3k11 3.40477 3.48887 4.32471 2.57874 2.97051 3.11859 2.74135 2.97518 2.86338 3.12858 3.11708 3.07848
Map3k12 55.5299 53.2863 49.2556 48.1136 48.9925 38.5814 45.8073 50.5608 34.3914 36.3721 39.2493 31.0587
Map3k13 6.98147 7.01417 9.9059 5.96374 4.6496 4.54153 4.42779 2.86259 3.35884 3.0857 2.16464 2.16118
Map3k14 2.58526 3.51813 3.13975 2.316 3.55259 2.27018 2.85857 3.58473 1.94105 1.20899 1.1396 0.395983
Map3k15 0.592736 0.997686 0.460488 0.614292 1.06247 0.739867 0.754762 0.860741 0.65456 0.787734 0.767633 0.571501
Map3k2 6.76897 5.7637 6.44299 7.25849 6.66583 5.39155 5.81438 5.53659 4.70675 6.20831 5.85192 4.01871
Map3k3 11.591 11.6924 11.0949 11.2749 13.1039 10.22 10.5408 12.9136 7.93918 8.89917 9.87888 5.2849
Map3k4 7.59212 6.77284 3.99487 9.2694 8.72259 4.94684 9.89023 10.5618 6.14991 7.87785 10.0644 4.70546
Map3k5 0.525084 0.389907 0.218965 0.40509 0.43814 0.410896 0.965283 1.39009 3.60987 2.25014 3.22637 4.80817
Map3k6 4.5189e-09 0.0084821 0.00735349 0.00686854 0.00380891 0.00752265 0.0117301 0.0155573 0.0068924 0.00416063 0.0206361 1.43201e-08
Map3k7 20.7434 18.5567 18.4959 21.2909 19.2772 18.3495 20.2864 18.9146 16.5367 18.7391 15.7446 12.8262
Map3k8 0 0.0114456 0 0.0357671 0.0110521 2.62458e-06 0.0529563 0.0974703 0.0389932 0.12973 0.28028 0.0192583
Map3k9 20.3435 16.5412 13.5306 25.9736 19.5263 18.9494 25.5765 27.1747 19.8398 24.9319 35.7874 18.6756
Map4 17.7318 8.10244 10.9404 20.1924 10.1629 10.0503 23.3061 14.7333 14.2038 34.1212 13.8613 20.7858
Map4k1 2.88739 3.79309 3.21377 2.97186 2.38054 3.10974 4.73337 3.17893 5.59184 7.52853 4.00251 14.1766
Map4k2 11.9165 14.7194 11.9641 14.9649 15.9045 14.3894 17.1187 16.3621 12.8995 17.3426 16.4507 11.9435
Map4k3 37.1856 44.7585 50.3705 34.081 40.6453 34.4916 27.3965 31.9118 28.5722 17.0528 22.8177 20.2993
Map4k4 158.844 109.775 135.274 148.79 89.6527 121.452 122.048 80.1244 104.805 114.952 73.919 91.4223
Map4k5 27.4954 25.6814 26.9621 26.4968 24.6 21.2947 25.1125 22.9886 17.9852 21.0852 19.9134 17.1393
Map6d1 0.534551 0.826956 0.524497 0.671118 1.13636 0.708929 1.18182 1.97233 1.59459 1.4859 1.255 1.03456
Mapk1 57.8366 49.7112 51.6219 56.0456 51.9144 56.8916 57.6095 55.2729 65.5032 65.8287 72.449 77.0755
Mapk10 17.0993 9.99617 8.63398 20.2857 9.52403 8.10507 17.4528 9.07022 9.76267 16.5698 11.0758 7.89543
Mapk11 59.778 40.4853 59.2816 48.8953 36.7553 57.1825 45.9851 40.116 43.8329 30.929 28.2367 31.1714
Mapk12 3.46077 5.43419 4.71553 3.58983 3.45372 4.47998 4.02417 2.80184 2.9102 2.47603 1.88157 1.84398
Mapk13 0.0286477 0.050028 0.0410171 0.018637 0.00942686 0.00929589 0.0422062 0.0865448 0.0567848 0.070637 0.232203 0.113317
Mapk14 26.7021 21.6067 22.563 22.1104 19.0159 19.1885 21.7255 20.7673 17.9407 27.5529 23.6618 18.3647
Mapk15 0.162233 0.191815 0.110644 0.86356 0.198345 0.450833 4.04297 0.478637 3.39363 5.0649 0.445781 5.93109
Mapk1ip1 30.1493 42.9807 42.9085 32.6583 45.7959 44.3414 31.8763 46.8167 41.6966 23.9542 28.8884 34.1713
Mapk1ip1l 20.1699 17.6334 18.0972 18.6629 15.5375 15.1811 15.5849 13.3712 13.5007 17.1133 14.615 12.971
Mapk3 51.7609 64.2637 58.3887 55.2745 62.403 70.366 68.4521 69.7587 91.9076 82.7718 76.9259 112.439
Mapk4 6.96559 8.43136 8.9767 6.42311 7.65711 10.8379 7.31293 7.74372 11.6597 8.34135 8.18082 9.83167
Mapk6 55.6325 26.0511 28.5325 52.5778 25.9416 34.5583 46.3522 26.4343 38.7318 50.4845 34.01 41.4384
Mapk7 62.0157 54.5082 58.7003 47.4053 52.7263 51.7538 39.4558 49.0863 40.5492 27.4956 38.8572 32.927
Mapk8 61.5934 43.6755 45.001 63.4226 40.2173 37.7332 61.8172 33.3175 37.3666 68.7058 41.0928 47.2846
Mapk8ip1 78.9596 95.884 76.2819 73.352 86.7344 75.1302 81.4214 95.7238 95.3961 107.673 109.805 116.182
Mapk8ip2 59.7386 65.0724 62.3097 56.8884 60.8976 72.8481 62.7254 66.7924 83.5739 86.2231 89.6372 121.389
Mapk8ip3 74.3294 69.4664 76.8275 70.0896 59.7421 69.6264 66.0186 55.9963 69.4976 70.5453 59.8069 81.0728
Mapk9 28.1682 28.0991 26.7857 30.553 30.2506 28.8161 31.4965 30.7677 28.7148 34.4958 34.5622 30.1764
Mapkap1 25.0609 24.2803 27.5971 22.2947 20.6403 25.0766 21.6749 18.4544 24.2728 22.3143 19.2673 25.8854
Mapkapk2 24.933 26.0389 25.3278 19.4567 19.0749 22.0999 16.5948 13.6986 14.8555 20.8531 15.97 16.3383
Mapkapk3 0.268831 0.880789 0.549252 0.221694 0.481267 0.312123 0.430626 0.933151 0.448344 0.630326 1.14425 0.618602
Mapkapk5 12.2776 12.8124 12.3889 13.1514 13.3672 14.5815 13.6994 14.5231 12.5371 11.6513 12.2415 10.8586
Mapkbp1 15.6099 18.6126 15.6696 17.7035 21.2084 17.2237 22.5393 23.4631 19.9547 32.2634 29.9695 24.0023
Mapksp1 28.4374 24.4453 25.4202 27.8281 24.901 28.0122 30.3349 28.1642 27.7242 29.119 26.5757 23.7841
Mapre1 41.398 40.831 43.2967 38.6462 37.8238 50.758 37.5164 36.8448 53.2874 41.9411 44.2934 56.0539
Mapre2 70.6629 89.5187 74.7496 104.994 97.0443 127.921 125.097 110.858 154.399 161.497 145.277 182.287
Mapre3 36.1923 52.5997 44.2282 39.1827 51.5234 43.7482 45.0112 58.4272 49.8575 43.9673 57.1526 52.0594
Mapt 361.835 495.535 403.15 480.368 447.77 598.848 622.33 444.087 755.915 634.102 476.747 742.028
March1 1.49472 4.31911 1.27465 3.59156 6.49211 4.81493 4.80864 6.58492 8.13866 7.09151 10.9676 10.8527
March10 0.090709 0.183103 0.120394 0.0628601 0.175838 0.0694445 0.187358 0.193715 0.205571 0.185091 0.198785 0.232403
March11 1.80843 0.836683 1.21097 1.6884 0.964822 3.68716 3.10109 1.60864 5.05557 4.23965 2.77717 5.73266
March2 20.8801 23.3907 22.2121 18.0761 23.543 26.0528 21.3613 25.6992 35.8766 24.537 25.3586 35.711
March3 0.0725842 0.102898 0.0410919 0.0597241 0.179226 0.0480852 0.0279736 0.196916 0.0893509 0.0706786 0.176936 0.207159
March4 20.1845 77.1132 52.4408 28.2478 79.655 85.9004 31.7583 61.1299 62.9726 30.786 40.8874 45.9733
March5 43.5623 37.2441 38.0594 39.9861 36.2692 37.5255 35.9743 35.0984 33.1574 38.5167 40.2634 34.8582
March6 57.8422 63.3203 64.5574 52.501 58.6504 53.7151 45.6343 51.2098 54.5504 52.0211 63.0879 68.6524
March7 31.7244 27.2572 25.4751 34.4777 27.5003 22.723 26.1097 22.0789 18.4707 21.0195 21.2633 17.2235
March8 29.1645 22.2172 19.7625 30.0347 21.1366 21.8012 31.2446 21.5849 22.1839 29.1883 18.5059 14.9497
March9 53.2393 59.1878 57.9927 42.8436 47.4802 57.0414 44.5896 43.9302 54.0976 51.8741 44.8994 57.117
Marcks 143.722 174.715 154.696 146.248 149.763 162.136 148.603 138.982 139.094 200.632 161.126 153.392
Marcksl1 813.929 617.8 695.007 760.953 594.994 680.307 760.516 633.549 646.234 939.252 840.013 794.036
Marco 0 0 0 0.00620387 0 0 0 0 0 0 0 0
Mare 0.614982 0.64803 0.720328 0.663354 0.766506 0.64248 0.677591 0.525056 0.730367 1.196 1.21814 0.993908
Mark1 61.831 54.6756 67.2005 50.6438 42.5991 60.9623 53.4556 38.5018 54.8703 51.1243 29.6116 42.6752
Mark2 24.2082 26.4228 25.5173 22.9171 24.4737 22.8092 21.8277 23.7774 22.4946 22.1017 24.4901 24.435
Mark3 57.4269 55.9158 56.5701 51.2511 49.3142 53.3341 48.2438 48.2323 45.8341 52.628 54.1082 48.0262
Mark4 43.6872 64.0142 62.4184 42.4054 60.544 46.2734 41.7889 54.5915 45.9959 53.2573 60.4889 58.8215
Mars 27.6641 20.3791 22.7945 23.1659 20.9517 30.9496 24.4475 25.9682 36.4325 29.209 31.3212 41.3201
Mars2 3.74091 2.22369 2.17409 3.72386 2.26961 3.00466 3.87436 2.41816 3.60887 4.3833 3.36974 3.59683
Marveld1 1.42893 0.958151 0.957745 1.48862 1.77461 1.2921 2.46044 3.21782 2.26092 4.74315 6.985 4.72855
Marveld2 0.201164 0.210011 0.138538 0.336601 0.188912 0.189195 0.265147 0.218928 0.265844 0.135112 0.0973206 0.212739
Marveld3 0.679526 0.799367 0.653692 0.408741 0.455353 0.382474 0.195901 0.419848 0.129818 0.0602353 0.215124 0.0161897
Mas1 0.00608843 0.0265476 0.0358892 0.0191822 0.00651119 0 0.0145731 0.0122739 0.0390708 0.0612822 0.0904598 0.274374
Masp1 68.8212 30.3233 48.3916 56.0454 17.7147 16.6608 52.5792 22.0442 21.7414 46.7668 14.3078 22.0585
Masp2 9.88162 7.57778 9.87314 9.33911 6.24134 9.26667 10.1558 7.19537 7.79923 6.52644 3.97046 4.36775
Mass1 0.0052641 0.00534223 0.0125146 0.00644603 0.0126639 0.00555468 0.0127097 0.0113298 0.00659835 0 0.00655657 0
Mast1 70.9526 75.037 63.7545 81.064 80.9451 71.9432 98.4286 97.0275 79.3851 111.444 108.522 85.5745
Mast2 65.7505 68.5723 70.2537 67.5541 74.4464 78.7612 68.7539 73.2319 65.9235 67.4666 64.602 57.4252
Mast3 27.142 23.3286 26.3575 25.9718 25.7348 28.2559 30.7752 30.7382 29.3742 33.5559 32.5281 28.6257
Mast4 1.25404 1.9705 0.37155 6.29207 2.73826 0.915159 10.2853 4.4426 2.67473 11.2461 3.67627 1.79903
Mastl 0.337279 0.523231 0.320352 0.420941 0.564948 0.346696 0.366011 0.367951 0.412528 0.200413 0.260948 0.245863
Mat1a 0 0 0 0 0 0 0 0 0.00375653 0 0 0
Mat2a 93.1766 83.1518 85.6248 94.1491 79.3542 83.4179 97.6721 92.63 79.7245 106.676 106.113 104.311
Mat2b 20.4505 29.4155 26.1182 20.9634 29.1843 34.3897 21.7341 27.6148 25.1593 23.3815 28.4911 22.2192
Mater 4.44915e-05 4.13331e-05 0.000133993 4.33854e-05 7.7605e-05 0 9.60118e-05 4.34179e-05 7.55655e-05 0 1.49653e-08 4.69271e-05
Matk 26.1251 16.8027 21.1978 44.9067 33.4791 38.0867 74.8064 57.8541 51.1737 92.4044 73.1052 66.657
Matn1 0 0 0 0 0 0 0 0 0 0.00743142 0.00652753 0
Matn2 0.259697 0.0846887 0.0809213 0.462941 0.0490146 0.130649 1.22321 0.143091 0.612758 2.73743 0.345172 2.28068
Matn3 0.00376866 0.00877593 0.00466678 0.00400338 0.0125914 0.0333705 0.00454764 0.0146862 0.0808485 0.0253839 0.0710772 0.490071
Matn4 0.0871696 0.0285702 0.109199 0.135776 0.0401398 0.055786 0.222636 0.223114 0.128093 0.346085 0.348429 0.238246
Matr3 177.482 180.532 166.971 193.978 175.491 165.617 173.459 172.569 149.035 192.422 207.093 189.909
Mau2 42.1082 43.3036 43.387 45.7812 48.0524 41.0087 39.5527 43.8423 33.3197 37.5532 39.0185 30.5817
Mavs 0.124821 0.178925 0.055506 0.172113 0.151414 0.0876023 0.104978 0.107327 0.119256 0.046588 0.0189086 0.0309349
Max 36.4894 25.9158 28.2639 35.7732 29.3177 33.7059 33.8684 27.868 31.3494 29.5832 23.1586 27.2132
Maz 193.266 177.492 178.145 179.552 140.364 167.018 181.462 138.001 161.074 187.75 130.492 152.743
Mb 0.015146 0.031409 0 0 0 0 0 0.0257716 0 0.0448361 0.0868774 0
Mbd1 29.3627 32.6055 31.1936 30.0925 33.8841 29.6716 28.8111 30.9863 23.7329 22.4105 24.4837 20.1383
Mbd2 12.3545 8.80503 10.1964 10.0619 7.57211 7.8173 8.22411 7.04121 6.52383 6.70643 5.31542 4.98628
Mbd3 98.6093 62.6093 85.646 76.5689 55.2664 78.352 72.0579 57.072 68.9433 69.3134 57.0151 67.1788
Mbd3l1 0 0 0 0 0 0 0 0 0 0 0 0
Mbd3l2 0.491106 0.551665 0.669092 0.611392 0.466471 0.35253 0.368782 0.21704 0.273745 0.327729 0.237915 0.156421
Mbd4 2.91045 3.5042 3.24517 3.92318 3.91731 2.61985 3.87533 3.88708 1.93956 1.71713 1.23522 0.5264
Mbd5 7.05092 13.2333 10.6862 7.64567 12.3284 7.64699 7.11907 9.63379 7.25606 6.32948 8.22893 6.07728
Mbd6 39.9768 36.2608 48.1262 28.2408 32.3782 30.0481 21.164 31.6127 20.9793 20.6525 42.8009 22.4637
Mbip 13.3512 14.0895 13.8103 13.3381 13.9825 11.0846 12.4492 13.1756 9.4958 13.1883 14.2223 10.8014
Mbl1 0 0 0 0 0 0 0 0 0 0 0 0
Mbl2 0 0 0 0 0 0 0 0 0 0 0 0
Mblac1 4.01543 2.78278 4.32657 3.74186 3.02855 3.67559 2.6504 2.55055 3.31758 1.7079 1.7026 2.89614
Mblac2 3.69977 7.25069 5.72859 5.79152 8.08538 6.85704 5.85113 7.34833 7.267 3.58276 3.68471 5.79662
Mbnl1 2.64406 1.60105 1.18778 4.83941 2.2098 2.6796 4.19016 1.8398 2.82911 3.67279 1.6693 1.60674
Mbnl2 2.09916 3.52507 5.13444 1.7955 3.70143 3.00017 2.11349 3.68844 3.67556 3.04254 3.88027 4.58221
Mbnl3 0.0503673 0.0477438 0.026693 0.0439238 0.0311501 0.0133044 0.0279955 0.014835 0.0239093 0.0200863 0.0131628 0.00660962
Mboat1 0.6384 2.43762 2.06157 1.55388 3.94014 6.90459 3.17187 3.69643 6.68074 2.35216 1.80674 3.2482
Mboat2 14.4144 9.46822 9.3369 17.3137 10.8369 12.4341 13.2506 10.0329 11.8023 16.0683 14.5382 16.7314
Mboat4 0.114914 0.179662 0.130875 0.0879025 0.149503 0.14707 0.0615385 0.121819 0.117295 0.0803994 0.0524632 0.106597
Mboat7 21.0984 25.5911 25.6539 20.5984 26.0131 26.7643 21.5544 25.8507 29.0157 28.2454 37.8575 47.9156
Mbp 3.06015 8.54264 6.19699 5.61143 8.36156 10.0857 8.99465 7.49577 11.6461 10.02 4.92482 11.5977
Mbp2 0 0 0 0 0 0 0 0 0 0 0 0
Mbtd1 38.4949 35.4219 37.2922 34.5147 30.8674 24.4179 25.8763 23.4845 14.9766 14.611 12.9208 7.66347
Mbtps1 30.8455 26.4434 29.7677 29.6244 26.9726 23.2145 26.158 23.8995 19.1451 27.4454 23.9678 22.4117
Mbtps2 12.694 7.08243 8.55964 15.6106 10.1871 10.0164 15.6685 10.558 11.3133 16.9333 13.2834 15.0872
Mc1r 0.638662 0.475072 0.836937 0.397592 0.234263 0.206788 0.28183 0.0761466 0.135086 0.313865 0.10137 0.126172
Mc2r 0 0 0 0.00814771 0 0 0 0 0 0 0.0193402 0
Mc3r 0 0 0 0 0 0 0 0 0 0 0 0
Mc4r 2.69233 74.9756 39.984 3.2247 25.1443 4.21286 4.27497 14.8351 2.65942 1.24755 8.53632 1.09985
Mc5r 0.301819 0.190898 0.138864 0.332152 0.182496 0.157558 0.311453 0.10935 0.245057 0.245697 0.0908019 0.54444
Mca32 0.0896944 0.0349263 0.17323 0.108744 0.191993 0.0747576 0.118126 0.0634754 0.1118 0.0390134 0.0334965 0.0854034
Mcam 1.27841 0.865949 1.3183 1.02622 0.660763 0.472404 0.858221 0.447367 0.330718 1.28663 0.701467 0.374606
Mcart1 33.8491 26.2587 25.4573 35.2188 26.1698 26.0686 35.133 28.8945 31.0616 35.8682 30.1076 31.436
Mcart6 5.53543 6.02389 6.57485 5.19307 5.95935 5.00771 4.0717 5.1501 4.34618 3.57155 3.90095 4.09262
Mcat 14.0711 11.4379 13.4016 11.4275 10.5191 11.8308 11.8414 12.1114 12.0489 15.673 15.4143 15.5108
Mcc 0.212471 0.394569 0.0555964 0.131436 1.29912 0.12905 0.315313 1.32292 0.244818 2.16445 3.30579 0.89564
Mcca 0.172877 0.105532 0.0833186 0.221278 0.155181 0.146495 0.274916 0.143222 0.051626 0.0490713 0.16848 0.1025
Mccc1 9.72315 9.06026 11.0068 9.03647 8.91196 7.9086 8.36456 7.91397 6.91891 8.89165 8.15588 6.76262
Mccc2 7.17221 5.6509 6.81874 7.02707 6.54417 7.71243 7.33384 7.54008 8.82744 9.13337 9.20051 12.9094
Mcee 2.15379 1.69013 1.9218 2.04416 2.38174 1.53366 2.82216 3.27471 1.87852 3.07825 2.91328 2.82746
Mcf2 0.219103 0.466476 0.366897 0.34703 0.879318 0.771096 0.439244 1.10236 1.22788 0.52126 1.4025 1.81855
Mcf2l 67.3203 61.5314 57.4126 72.0094 57.0452 58.0912 72.1833 60.5435 58.8106 61.163 50.7042 53.6841
Mcfd2 14.4037 12.6593 16.3059 9.30811 10.1477 9.73814 8.21687 10.3857 8.93991 7.76519 11.0304 9.18786
Mchr1 0.213854 0.031721 0.13231 0.156992 0.0596329 0.0481303 0.153097 0.0992209 0.171161 0.643293 0.531396 1.00165
Mcl 0 0 0 0 0 0 0 0 0 0 0 0
Mcl1 73.7507 58.1212 67.03 58.4144 45.6582 49.4728 48.7026 41.9449 39.3861 38.0132 37.1464 27.6889
Mcm10 0.243135 0.591605 0.159343 0.294712 0.274677 0.0786217 0.423341 0.225273 0.117313 0.84219 0.198124 0.252811
Mcm2 4.10196 3.09982 2.50042 3.11009 2.26181 1.97035 1.99147 1.95008 1.57985 2.88684 3.43325 2.40858
Mcm3 1.7024 2.55459 0.711414 1.76347 1.74825 1.21669 1.2603 1.35621 1.20301 1.02059 1.19478 0.616299
Mcm3ap 21.6153 24.5698 24.9851 19.4371 22.2664 20.7775 18.5168 19.0539 18.8101 17.5073 18.1452 18.0418
Mcm4 6.28913 6.49803 5.53979 5.32869 5.29027 4.73262 4.09966 4.13005 3.19894 4.09719 5.03497 2.87221
Mcm5 4.10745 4.41674 3.07704 3.79341 3.43377 3.00997 2.71922 2.92046 2.75256 3.2469 3.63491 3.25867
Mcm6 8.21889 8.01793 5.59142 8.69226 8.84631 5.79329 8.66836 10.7193 5.69966 9.46782 12.6697 3.83187
Mcm7 46.3306 48.6972 45.9496 37.2335 44.8444 28.2471 27.6281 36.9241 14.9479 18.5723 24.9263 9.91252
Mcm8 1.87513 1.27633 1.64452 1.7687 1.36204 1.62464 1.18285 1.14103 1.4214 0.956467 0.921025 1.44101
Mcm9 4.67146 2.83777 3.53915 4.1142 2.93158 2.14367 3.61593 2.60395 1.98722 3.58723 2.4207 1.88549
Mcmbp 24.0709 18.1879 18.8073 22.7927 18.214 19.8896 21.0529 15.9104 16.7906 17.069 13.8616 12.7937
Mcoln1 23.8708 25.2755 25.6476 25.497 27.1588 24.9426 25.9424 27.9491 25.1465 32.5045 32.4119 34.4815
Mcoln2 0.00922992 0 0 0.0196182 0 0 0.00547136 0 0 0.00766259 0.0051445 0.00623399
Mcoln3 0.0139151 0 0.0258801 0.00730759 0 0 0 0 0.0222463 0 0 0
Mcph1 2.162 2.71238 2.5185 2.7144 3.22061 3.60376 2.90237 2.77947 4.0712 2.76039 2.68134 3.74288
Mcpt1 0 0 0 0 0 0 0 0.0353693 0 0 0 0
Mcpt2 0 0 0 0 0 0 0 0.075792 0 0 0 0
Mcpt4 0 0 0 0 0 0 0 0.0123382 0 0 0 0
Mcpt8 0.0180753 0 0 0 0 0 0 0 0 0 0 0
Mcpt9 0 0 0 0 0 0 0 0 0 0 0 0
Mcrs1 48.2927 37.3415 40.5686 45.9499 34.9843 45.6114 49.9326 39.7186 57.1735 81.503 69.1764 88.424
Mctp1 0.47517 11.012 1.57231 3.64778 20.2431 1.99459 6.53281 16.7205 3.56473 9.05625 25.8774 6.47025
Mctp2 0.00429491 0 0.00217103 0 0.0203835 0.0128544 0.0228412 0.00971588 0.620513 0.0416676 0.0208334 0.865874
Mcts1 34.5114 27.7926 30.7629 38.1995 33.1212 34.4103 36.8936 32.6685 33.7209 38.8883 38.6329 43.1957
Mcts2 17.0238 13.0221 15.961 14.7948 11.1602 13.7111 13.164 11.1325 13.442 12.3716 11.957 14.1576
Mdc1 10.5925 11.6038 10.8647 11.427 11.9763 12.8467 10.789 11.0873 11.3942 5.60131 6.30346 5.69596
Mdfi 2.12262 1.11544 2.08152 1.57709 1.11814 1.20866 1.44417 0.859493 1.10269 0.886317 0.348549 0.270549
Mdfic 0.0378297 0.141894 0.0524332 0.0477455 0.0937563 0.0387484 0.0344682 0.0826998 0.458092 0.0454985 0.116772 2.18623
Mdga1 67.2854 32.9592 62.4891 71.7606 18.5606 5.70392 84.797 9.04292 2.23247 98.6388 7.57892 1.23509
Mdga2 2.66192 13.3738 9.09938 4.32697 15.0274 8.34641 4.92829 14.5155 7.96794 5.15968 12.9896 6.84036
Mdh1 53.2649 59.0758 54.4165 50.7316 63.436 71.1667 63.5313 84.4686 93.5336 86.5262 132.991 126.492
Mdh1b 0.0139241 0.0303574 0.00863231 0.00740127 0.0642267 0.0146898 0.0168174 0.056161 0.0374127 0.0380916 0.0702946 0.0635761
Mdh2 154.657 103.837 130.415 141.188 107.776 151.165 137.571 127.07 167.951 183.319 213.98 257.803
Mdk 41.4559 16.8771 14.5141 34.3099 12.0999 7.79422 27.6024 10.3787 5.41869 34.8347 9.25865 6.00187
Mdl1 0.00316276 0 0 0.00997236 0.00677414 0.00366357 0.0227483 0.00297775 0.0203162 0.0132881 0.0223614 3.13262e-06
Mdm1 10.6025 12.9765 14.6249 8.4673 11.55 8.26401 9.67773 12.3772 7.49276 6.03373 7.17751 4.76543
Mdm2 31.4087 29.1965 31.316 27.9242 25.3013 23.6267 22.3295 22.4246 16.6442 21.1143 21.8356 18.1907
Mdm4 13.7541 12.3755 11.6737 17.3593 19.3211 12.4858 14.9902 11.3858 11.0552 8.49933 7.53759 4.88378
Mdmx 1.40086 6.02764 3.79526 3.35645 4.15646 1.9709 2.64446 5.91687 2.31656 2.5346 1.92046 2.68862
Mdn1 9.58773 6.63767 8.27259 10.5931 9.50411 11.4294 10.8829 7.81176 10.3643 6.08506 5.35993 6.36928
Mdp1 13.227 11.9439 12.3394 13.3371 11.9976 14.5564 13.7806 14.8709 15.759 15.7613 17.7843 17.498
Me1 4.62547 17.7744 17.3413 5.34175 13.3331 13.2334 7.84527 14.5376 19.7335 10.5532 17.3884 26.4751
Me2 6.61188 6.37382 7.20096 5.75054 6.57713 6.22241 5.17466 5.08276 6.4464 4.90443 5.03197 5.81435
Me3 0.0481551 0.131152 0.0544912 0.0642095 0.433649 0.108379 0.140839 0.88736 0.354301 0.504828 2.43143 2.11263
Mea1 38.4594 26.9362 30.1469 40.6008 28.3921 36.661 39.7739 30.2294 44.147 49.9454 48.2607 68.1502
Meaf6 31.1716 31.2584 31.0666 29.4293 31.6755 33.9125 31.4843 33.5916 28.1412 27.5649 35.2892 27.033
Mecom 0.0270007 0.0132195 0.0293407 0.0334342 0.0489611 0.0110472 0.0434653 0.0329316 0.0267483 0.097211 0.0361522 0.0192116
Mecp2 19.8943 19.6516 19.0656 20.7149 18.3427 15.2622 19.0477 15.53 13.776 15.3295 13.5666 9.68228
Mecr 10.3861 9.01156 10.2469 9.51209 9.37552 11.4791 10.1815 9.12134 13.4576 10.8924 9.98143 17.5277
Med1 27.0275 22.6328 26.0391 25.6383 22.4918 23.188 23.2741 19.5743 20.0159 23.4522 20.4896 19.4836
Med10 37.7543 24.6999 26.1854 34.1108 27.5417 33.2886 32.8715 32.836 37.672 37.0799 46.4078 52.6251
Med11 12.9487 11.5114 12.5083 13.0901 11.7106 15.0275 13.0086 11.3778 17.4165 8.21323 7.7532 14.9318
Med12 25.9774 32.5897 31.6699 23.0244 33.0704 24.2955 23.5115 32.1351 20.2622 24.7544 32.8773 19.7059
Med12l 0.799872 0.67252 0.737249 0.897794 0.942578 0.937995 0.904363 1.29082 0.993099 1.11328 1.45959 1.06698
Med13 27.7533 13.982 23.0757 34.1307 15.222 24.4608 27.0276 11.8478 18.1903 18.4683 7.80417 8.88259
Med13l 37.3956 43.3278 52.5835 37.2432 34.4878 39.6561 26.8206 22.2998 29.5302 24.1739 15.8721 27.7113
Med14 16.5444 12.296 11.2139 17.6 13.7355 10.5478 17.4281 14.5127 12.3339 15.2356 12.6838 11.889
Med15 25.709 26.3994 24.8288 26.9983 27.2648 28.4802 26.2488 27.6705 25.7259 28.0869 30.686 27.4703
Med16 14.8972 19.5016 17.1661 15.7713 18.3186 17.985 15.2534 18.5 17.4003 17.3068 20.9265 23.219
Med17 12.3797 10.0436 10.7487 10.0402 10.5467 9.35698 10.3056 9.83069 8.23426 8.31746 9.57464 7.68971
Med18 3.42796 4.14229 3.67838 2.59575 3.22591 3.28557 3.02423 3.39436 3.1466 3.2199 3.23659 2.65781
Med19 12.6118 10.7176 10.8487 13.7039 12.4351 13.6743 13.7679 13.5795 16.0416 13.3205 14.8434 16.2211
Med20 15.2976 16.0481 16.4473 15.1877 16.0668 16.8048 14.4298 16.202 16.427 6.51648 6.82246 8.81468
Med21 11.4915 12.307 12.4854 13.2831 13.8179 15.4019 13.0486 14.4254 15.8876 12.3001 14.3035 20.4822
Med22 51.1533 39.989 49.0258 41.032 36.5095 40.6489 34.7315 37.0254 33.2436 42.028 43.0487 37.5557
Med23 21.1178 23.5205 22.7202 21.5806 23.4353 20.3028 18.5881 19.6123 15.8098 15.2598 16.5732 12.9103
